2013,NA,NA,CASL_SCI,Blue
2014,NA,NA,CASL_SCI,Blue
1975,0.0966473,0.9943505,CASL_SMI,Green
1976,0.2681929,NA,CASL_SMI,Green
1977,-0.128496,NA,CASL_SMI,Green
1978,-0.1234194,-0.375904,CASL_SMI,Green
1979,0.1434229,-0.4066567,CASL_SMI,Green
1980,0.2320308,NA,CASL_SMI,Green
1981,-0.1175958,0.032834,CASL_SMI,Green
1982,0.2245431,-0.5326336,CASL_SMI,Green
1983,-0.5415524,NA,CASL_SMI,Green
1984,-0.1858823,-0.2228536,CASL_SMI,Green
1985,-0.2184467,NA,CASL_SMI,Green
1986,0.1507546,1.72976,CASL_SMI,Green
1987,0.2417213,0.0716041,CASL_SMI,Green
1988,-0.1155463,0.4993149,CASL_SMI,Green
1989,0.1089516,-0.696155,CASL_SMI,Green
1990,-0.224785,-1.203782,CASL_SMI,Green
1991,0.3932441,0.0764031,CASL_SMI,Green
1992,-0.6969613,-0.6989505,CASL_SMI,Green
1993,-0.4754012,-0.7236675,CASL_SMI,Green
1994,0.3879246,0.1558482,CASL_SMI,Green
1995,0.1930158,-0.5413839,CASL_SMI,Green
1996,0.3498727,0.433058,CASL_SMI,Green
1997,0.1784951,-0.0071301,CASL_SMI,Green
1998,-1.431117,-0.6666944,CASL_SMI,Green
1999,0.2910366,-0.1429245,CASL_SMI,Green
2000,0.4849557,-0.1457347,CASL_SMI,Green
2001,0.3206404,0.4668486,CASL_SMI,Green
2002,0.4580906,-0.1557166,CASL_SMI,Green
2003,-0.2926936,-0.2945628,CASL_SMI,Green
2004,0.0182878,1.045626,CASL_SMI,Green
2005,0.2710347,2.511051,CASL_SMI,Green
2006,0.1055472,1.954358,CASL_SMI,Green
2007,0.6318253,0.2393916,CASL_SMI,Green
2008,0.6298688,-0.0025067,CASL_SMI,Green
2009,-1.210322,-1.111921,CASL_SMI,Green
2010,-1.158747,-1.166606,CASL_SMI,Green
2011,0.624593,-1.114665,CASL_SMI,Green
2012,0.4896989,NA,CASL_SMI,Green
2013,-0.3734296,NA,CASL_SMI,Green
2014,NA,NA,CASL_SMI,Green
1975,0.1077167,0.9943505,CASL_SNI,Purple
1976,-0.2747097,NA,CASL_SNI,Purple
1977,-0.0118637,NA,CASL_SNI,Purple
1978,-0.2537456,-0.375904,CASL_SNI,Purple
1979,0.1996449,-0.4066567,CASL_SNI,Purple
1980,0.4583077,NA,CASL_SNI,Purple
1981,0.4222427,0.032834,CASL_SNI,Purple
1982,0.5414501,-0.5326336,CASL_SNI,Purple
1983,-0.2540703,NA,CASL_SNI,Purple
1984,-0.4643184,-0.2228536,CASL_SNI,Purple
1985,-0.3892942,NA,CASL_SNI,Purple
1986,-0.5589978,1.72976,CASL_SNI,Purple
1987,-0.333429,0.0716041,CASL_SNI,Purple
1988,-0.222588,0.4993149,CASL_SNI,Purple
1989,0.1435253,-0.696155,CASL_SNI,Purple
1990,0.3949109,-1.203782,CASL_SNI,Purple
1991,0.3515687,0.0764031,CASL_SNI,Purple
1992,-0.1665011,-0.6989505,CASL_SNI,Purple
1993,-0.2592987,-0.7236675,CASL_SNI,Purple
1994,0.5231761,0.1558482,CASL_SNI,Purple
1995,0.470923,-0.5413839,CASL_SNI,Purple
1996,0.5839423,0.433058,CASL_SNI,Purple
1997,0.492234,-0.0071301,CASL_SNI,Purple
1998,-1.964202,-0.6666944,CASL_SNI,Purple
1999,0.1246339,-0.1429245,CASL_SNI,Purple
2000,0.3387424,-0.1457347,CASL_SNI,Purple
2001,NA,0.4668486,CASL_SNI,Purple
2002,NA,-0.1557166,CASL_SNI,Purple
2003,NA,-0.2945628,CASL_SNI,Purple
2004,NA,1.045626,CASL_SNI,Purple
2005,NA,2.511051,CASL_SNI,Purple
2006,NA,1.954358,CASL_SNI,Purple
2007,NA,0.2393916,CASL_SNI,Purple
2008,NA,-0.0025067,CASL_SNI,Purple
2009,NA,-1.111921,CASL_SNI,Purple
2010,NA,-1.166606,CASL_SNI,Purple
2011,NA,-1.114665,CASL_SNI,Purple
2012,NA,NA,CASL_SNI,Purple
2013,NA,NA,CASL_SNI,Purple
2014,NA,NA,CASL_SNI,Purple
