1998,2.500243385,-0.088851142,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
1999,1.386095765,0.107135492,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2000,0.197784206,1.613497402,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2001,-0.105113128,1.961060019,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2002,0.32027875,2.243317991,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2003,0.242866778,1.415969581,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2004,0.252963991,-0.405188991,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2005,-1.980203133,-0.750187691,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2006,-1.917936982,-0.205042686,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2007,-0.145314999,-0.505282723,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2008,-0.655785253,-0.723790346,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2009,-1.300885025,1.004953309,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
2010,NA,NA,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas,2
1988,NA,NA,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1989,NA,NA,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1990,NA,NA,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1991,0.080187031,-0.653409844,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1992,0.750302221,-0.175522788,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1993,0.057237881,-0.603735735,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1994,2.099712261,-0.862536973,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,32
1995,-0.213562093,-0.70681989,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1996,-1.723616186,-1.346927572,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1997,0.915536104,-0.107176095,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1998,0.66768528,-0.169887297,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1999,0.084776861,0.019142469,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2000,-0.112585832,1.472033582,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2001,NA,1.807258891,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2002,-0.337487505,2.079497651,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2003,0.268370064,1.281517336,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2004,0.484092077,-0.474996213,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2005,-2.407500866,-0.807748616,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2006,NA,-0.281954431,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2007,0.268370064,-0.571536953,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2008,-0.337487505,-0.782288288,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2009,-0.544029858,0.885090764,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
2010,NA,NA,Benguela current,dark blue,Cape Gannet,Sardine_anchovy_w_agulhas.1,3
1988,-1.068966538,-0.820852219,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1989,-1.575118858,-0.865546634,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1990,-0.142427002,-0.147620607,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1991,-0.149713321,-0.295780831,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1992,-0.438737309,-0.598435921,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1993,-0.908228978,-0.707884447,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1994,-1.239405585,-0.718794107,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1995,0.18772121,-0.923262255,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1996,1.836161176,-0.396431244,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1997,0.67989635,-0.201465059,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1998,-0.097980456,0.056847541,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1999,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2000,1.169082822,2.436561166,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2001,1.488494072,1.581384575,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2002,-0.248252112,1.199898392,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2003,0.507474529,0.401381649,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2004,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2005,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2006,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2007,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2008,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2009,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
2010,NA,NA,Benguela current,dark blue,African penguin,Sardine_anchovy_w_agulhas.2,4
1976,1.131398094,0.702633492,North Sea,dark green,Arctic skua,Sandeel,5
1977,1.131398094,1.118478501,North Sea,dark green,Arctic skua,Sandeel,5
1978,1.131398094,0.774578286,North Sea,dark green,Arctic skua,Sandeel,5
1979,1.131398094,0.71823178,North Sea,dark green,Arctic skua,Sandeel,5
1980,1.131398094,1.220410542,North Sea,dark green,Arctic skua,Sandeel,5
1981,1.131398094,1.917147704,North Sea,dark green,Arctic skua,Sandeel,5
1982,0.670856129,1.838848811,North Sea,dark green,Arctic skua,Sandeel,5
1983,0.670856129,1.178924427,North Sea,dark green,Arctic skua,Sandeel,5
1984,0.210314164,0.521439196,North Sea,dark green,Arctic skua,Sandeel,5
1985,0.210314164,0.160341921,North Sea,dark green,Arctic skua,Sandeel,5
1986,-0.181146506,-0.070865281,North Sea,dark green,Arctic skua,Sandeel,5
1987,-1.148284633,-0.666305812,North Sea,dark green,Arctic skua,Sandeel,5
1988,-1.286447222,-0.891896811,North Sea,dark green,Arctic skua,Sandeel,5
1989,-1.332501419,-0.95125639,North Sea,dark green,Arctic skua,Sandeel,5
1990,-1.424609812,-1.090718606,North Sea,dark green,Arctic skua,Sandeel,5
1991,0.371503852,1.108496417,North Sea,dark green,Arctic skua,Sandeel,5
1992,0.901127111,0.19672426,North Sea,dark green,Arctic skua,Sandeel,5
1993,0.901127111,0.851729342,North Sea,dark green,Arctic skua,Sandeel,5
1994,0.78599162,0.16317052,North Sea,dark green,Arctic skua,Sandeel,5
1995,0.440585146,-0.427330213,North Sea,dark green,Arctic skua,Sandeel,5
1996,0.325449655,-0.50601855,North Sea,dark green,Arctic skua,Sandeel,5
1997,-0.480498783,0.533634966,North Sea,dark green,Arctic skua,Sandeel,5
1998,0.440585146,-0.191306195,North Sea,dark green,Arctic skua,Sandeel,5
1999,-0.250227801,-0.894889386,North Sea,dark green,Arctic skua,Sandeel,5
2000,0.210314164,-1.100577707,North Sea,dark green,Arctic skua,Sandeel,5
2001,-0.480498783,-1.049949889,North Sea,dark green,Arctic skua,Sandeel,5
2002,-1.470664008,-1.225384503,North Sea,dark green,Arctic skua,Sandeel,5
2003,-1.631853696,-1.307413866,North Sea,dark green,Arctic skua,Sandeel,5
2004,-1.631853696,-1.338446464,North Sea,dark green,Arctic skua,Sandeel,5
2005,-1.608826598,-1.292430492,North Sea,dark green,Arctic skua,Sandeel,5
1976,1.541979092,0.702633492,North Sea,dark green,Great skua,Sandeel.1,6
1977,0.976461088,1.118478501,North Sea,dark green,Great skua,Sandeel.1,6
1978,0.976461088,0.774578286,North Sea,dark green,Great skua,Sandeel.1,6
1979,0.410943083,0.71823178,North Sea,dark green,Great skua,Sandeel.1,6
1980,0.128184081,1.220410542,North Sea,dark green,Great skua,Sandeel.1,6
1981,0.410943083,1.917147704,North Sea,dark green,Great skua,Sandeel.1,6
1982,0.693702085,1.838848811,North Sea,dark green,Great skua,Sandeel.1,6
1983,0.693702085,1.178924427,North Sea,dark green,Great skua,Sandeel.1,6
1984,0.693702085,0.521439196,North Sea,dark green,Great skua,Sandeel.1,6
1985,0.693702085,0.160341921,North Sea,dark green,Great skua,Sandeel.1,6
1986,0.693702085,-0.070865281,North Sea,dark green,Great skua,Sandeel.1,6
1987,-0.154574921,-0.666305812,North Sea,dark green,Great skua,Sandeel.1,6
1988,-1.851128934,-0.891896811,North Sea,dark green,Great skua,Sandeel.1,6
1989,-1.568369932,-0.95125639,North Sea,dark green,Great skua,Sandeel.1,6
1990,-1.002851928,-1.090718606,North Sea,dark green,Great skua,Sandeel.1,6
1991,-0.437333923,1.108496417,North Sea,dark green,Great skua,Sandeel.1,6
1992,-1.002851928,0.19672426,North Sea,dark green,Great skua,Sandeel.1,6
1993,-0.720092926,0.851729342,North Sea,dark green,Great skua,Sandeel.1,6
1994,0.128184081,0.16317052,North Sea,dark green,Great skua,Sandeel.1,6
1995,0.976461088,-0.427330213,North Sea,dark green,Great skua,Sandeel.1,6
1996,0.976461088,-0.50601855,North Sea,dark green,Great skua,Sandeel.1,6
1997,0.693702085,0.533634966,North Sea,dark green,Great skua,Sandeel.1,6
1998,0.693702085,-0.191306195,North Sea,dark green,Great skua,Sandeel.1,6
1999,0.976461088,-0.894889386,North Sea,dark green,Great skua,Sandeel.1,6
2000,0.128184081,-1.100577707,North Sea,dark green,Great skua,Sandeel.1,6
2001,-0.154574921,-1.049949889,North Sea,dark green,Great skua,Sandeel.1,6
2002,-0.437333923,-1.225384503,North Sea,dark green,Great skua,Sandeel.1,6
2003,-1.851128934,-1.307413866,North Sea,dark green,Great skua,Sandeel.1,6
2004,-2.077336136,-1.338446464,North Sea,dark green,Great skua,Sandeel.1,6
2005,-1.22905913,-1.292430492,North Sea,dark green,Great skua,Sandeel.1,6
1976,1.673364678,0.702633492,North Sea,dark green,Arctic tern,Sandeel.2,7
1977,-0.215729941,1.118478501,North Sea,dark green,Arctic tern,Sandeel.2,7
1978,-0.530579044,0.774578286,North Sea,dark green,Arctic tern,Sandeel.2,7
1979,1.568414977,0.71823178,North Sea,dark green,Arctic tern,Sandeel.2,7
1980,0.93871677,1.220410542,North Sea,dark green,Arctic tern,Sandeel.2,7
1981,1.953230547,1.917147704,North Sea,dark green,Arctic tern,Sandeel.2,7
1982,2.26807965,1.838848811,North Sea,dark green,Arctic tern,Sandeel.2,7
1983,0.93871677,1.178924427,North Sea,dark green,Arctic tern,Sandeel.2,7
1984,-0.810444914,0.521439196,North Sea,dark green,Arctic tern,Sandeel.2,7
1985,-0.810444914,0.160341921,North Sea,dark green,Arctic tern,Sandeel.2,7
1986,-0.810444914,-0.070865281,North Sea,dark green,Arctic tern,Sandeel.2,7
1987,-0.810444914,-0.666305812,North Sea,dark green,Arctic tern,Sandeel.2,7
1988,-0.810444914,-0.891896811,North Sea,dark green,Arctic tern,Sandeel.2,7
1989,-0.810444914,-0.95125639,North Sea,dark green,Arctic tern,Sandeel.2,7
1990,-0.810444914,-1.090718606,North Sea,dark green,Arctic tern,Sandeel.2,7
1991,0.239052097,1.108496417,North Sea,dark green,Arctic tern,Sandeel.2,7
1992,0.588884434,0.19672426,North Sea,dark green,Arctic tern,Sandeel.2,7
1993,1.743331145,0.851729342,North Sea,dark green,Arctic tern,Sandeel.2,7
1994,0.064135928,0.16317052,North Sea,dark green,Arctic tern,Sandeel.2,7
1995,0.413968265,-0.427330213,North Sea,dark green,Arctic tern,Sandeel.2,7
1996,-0.740478446,-0.50601855,North Sea,dark green,Arctic tern,Sandeel.2,7
1997,-0.635528745,0.533634966,North Sea,dark green,Arctic tern,Sandeel.2,7
1998,-0.460612577,-0.191306195,North Sea,dark green,Arctic tern,Sandeel.2,7
1999,0.064135928,-0.894889386,North Sea,dark green,Arctic tern,Sandeel.2,7
2000,-0.145763474,-1.100577707,North Sea,dark green,Arctic tern,Sandeel.2,7
2001,-0.810444914,-1.049949889,North Sea,dark green,Arctic tern,Sandeel.2,7
2002,-0.810444914,-1.225384503,North Sea,dark green,Arctic tern,Sandeel.2,7
2003,-0.810444914,-1.307413866,North Sea,dark green,Arctic tern,Sandeel.2,7
2004,-0.810444914,-1.338446464,North Sea,dark green,Arctic tern,Sandeel.2,7
2005,-0.810444914,-1.292430492,North Sea,dark green,Arctic tern,Sandeel.2,7
1976,1.493720384,0.702633492,North Sea,dark green,Kittiwake,Sandeel.3,8
1977,1.342839538,1.118478501,North Sea,dark green,Kittiwake,Sandeel.3,8
1978,1.278176317,0.774578286,North Sea,dark green,Kittiwake,Sandeel.3,8
1979,0.86864259,0.71823178,North Sea,dark green,Kittiwake,Sandeel.3,8
1980,0.93330581,1.220410542,North Sea,dark green,Kittiwake,Sandeel.3,8
1981,0.566880896,1.917147704,North Sea,dark green,Kittiwake,Sandeel.3,8
1982,0.976414624,1.838848811,North Sea,dark green,Kittiwake,Sandeel.3,8
1983,0.459108863,1.178924427,North Sea,dark green,Kittiwake,Sandeel.3,8
1984,0.459108863,0.521439196,North Sea,dark green,Kittiwake,Sandeel.3,8
1985,0.459108863,0.160341921,North Sea,dark green,Kittiwake,Sandeel.3,8
1986,0.200455982,-0.070865281,North Sea,dark green,Kittiwake,Sandeel.3,8
1987,-1.049699606,-0.666305812,North Sea,dark green,Kittiwake,Sandeel.3,8
1988,-1.696331807,-0.891896811,North Sea,dark green,Kittiwake,Sandeel.3,8
1989,-1.0281452,-0.95125639,North Sea,dark green,Kittiwake,Sandeel.3,8
1990,-0.618611472,-1.090718606,North Sea,dark green,Kittiwake,Sandeel.3,8
1991,-0.079751305,1.108496417,North Sea,dark green,Kittiwake,Sandeel.3,8
1992,1.299730724,0.19672426,North Sea,dark green,Kittiwake,Sandeel.3,8
1993,0.286673609,0.851729342,North Sea,dark green,Kittiwake,Sandeel.3,8
1994,0.60998971,0.16317052,North Sea,dark green,Kittiwake,Sandeel.3,8
1995,0.286673609,-0.427330213,North Sea,dark green,Kittiwake,Sandeel.3,8
1996,-0.144414525,-0.50601855,North Sea,dark green,Kittiwake,Sandeel.3,8
1997,0.60998971,0.533634966,North Sea,dark green,Kittiwake,Sandeel.3,8
1998,-0.834155539,-0.191306195,North Sea,dark green,Kittiwake,Sandeel.3,8
1999,0.437554456,-0.894889386,North Sea,dark green,Kittiwake,Sandeel.3,8
2000,0.178901576,-1.100577707,North Sea,dark green,Kittiwake,Sandeel.3,8
2001,-1.696331807,-1.049949889,North Sea,dark green,Kittiwake,Sandeel.3,8
2002,-1.265243673,-1.225384503,North Sea,dark green,Kittiwake,Sandeel.3,8
2003,-1.588559774,-1.307413866,North Sea,dark green,Kittiwake,Sandeel.3,8
2004,-1.48078774,-1.338446464,North Sea,dark green,Kittiwake,Sandeel.3,8
2005,-1.265243673,-1.292430492,North Sea,dark green,Kittiwake,Sandeel.3,8
1986,1.467450516,0.580455962,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1987,1.243980894,-0.211020405,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1988,0.126632786,-0.510882329,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1989,1.467450516,-0.589784758,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1990,-1.13969507,-0.775161873,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1991,0.350102407,2.14809683,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1992,1.020511272,0.936143534,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1993,0.797041651,1.806794783,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1994,1.095001146,0.891542956,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1995,0.201122659,0.106632709,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1996,0.722551777,0.002037949,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1997,-0.022346962,1.383974758,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1998,-1.13969507,0.420362498,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1999,-0.618265953,-0.514860145,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
2000,-0.469286205,-0.788266869,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
2001,-0.767245701,-0.720970944,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
2002,-0.469286205,-0.954163585,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
2003,-0.692755827,-1.063199331,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
2004,-1.735614062,-1.104448736,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
2005,-1.437654566,-1.043283007,North Sea,dark green,Fulmar,Shetland_sandeel_TSB,9
1986,1.022261127,0.580455962,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1987,0.119409419,-0.211020405,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1988,0.556273149,-0.510882329,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1989,-0.666945294,-0.589784758,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1990,-1.598921251,-0.775161873,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1991,-0.463075553,2.14809683,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1992,0.76014289,0.936143534,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1993,1.226130868,1.806794783,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1994,1.051385376,0.891542956,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1995,0.498024652,0.106632709,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1996,0.672770144,0.002037949,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1997,0.556273149,1.383974758,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1998,0.789267138,0.420362498,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1999,-0.230081564,-0.514860145,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
2000,-0.346578559,-0.788266869,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
2001,0.32327916,-0.720970944,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
2002,0.672770144,-0.954163585,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
2003,-0.95818778,-1.063199331,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
2004,-2.064909229,-1.104448736,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
2005,-1.919287986,-1.043283007,North Sea,dark green,Shag,Shetland_sandeel_TSB.1,10
1986,NA,0.580455962,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1987,NA,-0.211020405,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1988,NA,-0.510882329,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1989,0.403094487,-0.589784758,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1990,-0.199934865,-0.775161873,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1991,0.512736187,2.14809683,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1992,0.732019588,0.936143534,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1993,0.512736187,1.806794783,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1994,0.732019588,0.891542956,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1995,0.951302988,0.106632709,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1996,0.732019588,0.002037949,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1997,-0.638501667,1.383974758,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1998,0.183811086,0.420362498,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1999,0.293452786,-0.514860145,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
2000,0.457915337,-0.788266869,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
2001,0.238631936,-0.720970944,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
2002,0.128990236,-0.954163585,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
2003,-1.78973952,-1.063199331,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
2004,-2.940977374,-1.104448736,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
2005,-0.309576566,-1.043283007,North Sea,dark green,Common murre,Shetland_sandeel_TSB.2,11
1975,-1.082072331,-0.86363746,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1976,1.53134047,0.829248441,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1977,NA,NA,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1978,NA,NA,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1979,-0.180163723,-1.141660854,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1980,0.68986252,-0.536122991,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1981,-0.467772186,-0.633649521,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1982,0.13651124,-0.44005208,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1983,0.125268628,0.584704304,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1984,0.556586184,1.252833821,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1985,0.950215158,-0.604537124,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1986,-0.279408267,0.474077194,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1987,-2.2675789,-1.317790857,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1988,1.391597043,1.830714906,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1989,NA,NA,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1990,0.407431627,0.075237352,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1991,0.164090234,1.715720937,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1992,-0.223085422,-0.399294724,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1993,-1.452822273,-0.825791343,New Zealand,light blue,Red-billed gull,Euphausiid_availability_index,12
1999,0.097137584,-1.132415635,Gulf of Alaska,purple,Common murre,biom,13
1996,0.73994532,-0.963564427,Gulf of Alaska,purple,Common murre,biom,13
1998,-2.403406133,-0.879208916,Gulf of Alaska,purple,Common murre,biom,13
1995,NA,-0.809915505,Gulf of Alaska,purple,Common murre,biom,13
1997,0.344221484,-0.652006122,Gulf of Alaska,purple,Common murre,biom,13
1999,-1.861065694,-0.59514357,Gulf of Alaska,purple,Common murre,biom,13
1996,0.731871601,-0.578233836,Gulf of Alaska,purple,Common murre,biom,13
1995,0.675762569,-0.575778247,Gulf of Alaska,purple,Common murre,biom,13
1997,1.124634828,0.00825482,Gulf of Alaska,purple,Common murre,biom,13
1996,0.151936434,0.077299823,Gulf of Alaska,purple,Common murre,biom,13
1999,0.731871601,0.639392667,Gulf of Alaska,purple,Common murre,biom,13
1998,0.227283229,0.979407164,Gulf of Alaska,purple,Common murre,biom,13
1998,-0.109763886,1.111226097,Gulf of Alaska,purple,Common murre,biom,13
1997,-0.452883117,1.12617607,Gulf of Alaska,purple,Common murre,biom,13
1995,0.002454179,2.244509615,Gulf of Alaska,purple,Common murre,biom,13
1999,-1.139091379,-1.132415635,Gulf of Alaska,purple,Kittiwake,biom.1,14
1996,-0.974505181,-0.963564427,Gulf of Alaska,purple,Kittiwake,biom.1,14
1998,-1.139091379,-0.879208916,Gulf of Alaska,purple,Kittiwake,biom.1,14
1995,-1.070729224,-0.809915505,Gulf of Alaska,purple,Kittiwake,biom.1,14
